(4781, 1839)
(12223, 9234)
(4227, 14349)
(1068, 20575)
(21906, 8269)
(26217, 7069)
(24875, 21693)
(23784, 21348)
(8795, 8511)
(15726, 2637)
(17213, 8069)
(143, 3257)
(16253, 18352)
(12251, 4224)
(4996, 24808)
(1015, 14190)
(16084, 1080)
(4887, 10175)
(16037, 10643)
(22529, 762)
(26195, 17606)
(3129, 4398)
(4374, 20423)
(12102, 19526)
(12359, 12406)
(15797, 25151)
(362, 8237)
(9198, 16117)
(22866, 30)
(11569, 26056)
(2621, 23468)
(9322, 21789)
(6104, 1796)
(10594, 1215)
(20998, 10141)
(12039, 13672)
(4486, 4787)
(5305, 16814)
(18230, 4935)
(21339, 24274)
(20296, 19641)
(16660, 4919)
(21735, 13070)
(15228, 8891)
(24586, 1779)
(26251, 16868)
(3098, 3131)
(23880, 7023)
(803, 12955)
(18327, 8098)
(21465, 15480)
(13981, 15945)
(18240, 21189)
(9541, 21484)
(13301, 21771)
(8201, 7441)
(25810, 13941)
(153, 21983)
(18527, 397)
(82, 19872)
(4069, 25129)
(9865, 19286)
(6969, 3074)
(12700, 25364)
(21535, 24879)
(24269, 8418)
(20619, 10290)
(11200, 20982)
(17232, 1214)
(22811, 12696)
(2786, 3788)
(14, 19396)
(26168, 1752)
(17920, 9848)
(11037, 7078)
(23666, 12507)
(15330, 22065)
(10680, 25520)
(16365, 9441)
(4090, 11367)
(2750, 19742)
(14701, 18015)
(8810, 22472)
(18907, 25851)
(20007, 17169)
(9476, 19449)
(11360, 7860)
(7944, 23929)
(11075, 19933)
(16350, 20752)
(20676, 6256)
(25914, 11225)
(25574, 18545)
(22981, 14662)
(20429, 22231)
(11336, 17669)
(11444, 15040)
(25831, 23107)
(11783, 4172)
(4357, 10632)
(23504, 15351)
(17366, 8344)
(16481, 19791)
(16765, 22178)
(18626, 11538)
(2638, 8414)
(23981, 14327)
(3410, 22716)
(20862, 15405)
(18059, 15390)
(7401, 14440)
(10146, 24069)
(5231, 23131)
(15964, 1442)
(10621, 1040)
(19063, 13017)
(8484, 9763)
(4802, 6358)
(10088, 14485)
(26680, 26680)
(11498, 25065)
(19732, 23311)
(4186, 4433)
(20472, 14676)
(12289, 13532)
(14646, 25254)
(20413, 18953)
(20823, 16366)
(20845, 24927)
(19358, 18414)
(23202, 16247)
(19350, 14822)
(20178, 11640)
(10329, 23358)
(22885, 6415)
(708, 6143)
(3449, 20055)
(9980, 21350)
(4464, 5556)
(12753, 3626)
(870, 10623)
(26486, 12660)
(3475, 10937)
(17530, 14864)
(6921, 5434)
(579, 11520)
(22047, 14431)
(5853, 19098)
(19145, 3308)
(15935, 20005)
(1050, 12449)
(25926, 20997)
(745, 311)
(6561, 24752)
(5353, 10134)
(18727, 26428)
(24615, 22193)
(10698, 11904)
(18058, 6163)
(1894, 23060)
(11182, 15549)
(15462, 764)
(6532, 18977)
(6451, 9724)
(17106, 10382)
(15944, 16165)
(16104, 15013)
(3821, 21175)
(8803, 8465)
(12107, 23009)
(16518, 8211)
(7604, 5517)
(1300, 8034)
(18818, 22420)
(18565, 10619)
(21254, 24301)
(8628, 5767)
(23125, 24853)
(4839, 7384)
(10737, 1225)
(8232, 23017)
(4879, 14029)
(21942, 2596)
(3903, 18249)
(12304, 5634)
(2957, 8916)
(2714, 10413)
(8859, 19927)
(17661, 20590)
(6488, 5029)
(20370, 24345)
(16849, 7768)
(9031, 21208)
(20628, 21812)
(1545, 19732)
(21170, 5624)
(1236, 21982)
(602, 24827)
(3866, 20520)
(23158, 18624)
(9124, 11937)
(23387, 12501)
(3555, 23576)
(19084, 6891)
(20068, 19017)
(3361, 3287)
(7609, 20835)
(5732, 3387)
(5824, 10154)
(20822, 24100)
(26129, 13250)
(22652, 4772)
(26585, 19459)
(10555, 23263)
(13586, 11246)
(16268, 5791)
(20424, 11574)
(6376, 11915)
(24335, 5914)
(16283, 14874)
(10059, 17172)
(1940, 9290)
(12895, 26038)
(22492, 4134)
(14817, 1383)
(8342, 2681)
(3598, 26664)
(18650, 21148)
(22869, 7306)
(14272, 10828)
(19376, 18978)
(9658, 298)
(20861, 15573)
(11539, 48)
(26651, 5611)
(9565, 7761)
(15719, 6799)
(24848, 19081)
(18419, 14427)
(4814, 4821)
(13547, 1612)
(5492, 2195)
(4525, 19713)
(4195, 17775)
(3546, 20972)
(6020, 3648)
(15916, 6842)
(13683, 25046)
(7292, 12313)
(18673, 9219)
(19383, 10006)
(16441, 25137)
(23201, 15087)
(4832, 21077)
(10273, 21339)
(2442, 6547)
(5191, 1167)
(12362, 16813)
(15963, 26556)
(4266, 13800)
(19672, 21925)
(595, 23674)
(1781, 20356)
(14137, 8629)
(5542, 18549)
(11139, 2112)
(1084, 8477)
(14941, 10287)
(19204, 3541)
(7191, 6037)
(8388, 787)
(10903, 18122)
(17204, 25200)
(14222, 17835)
(15627, 762)
(3639, 11720)
(8208, 15916)
(2005, 8987)
(5731, 14693)
(24432, 1157)
(18092, 6428)
(2412, 23526)
(17108, 11909)
(23395, 18585)
(5015, 11477)
(12746, 14248)
(19837, 12249)
(25065, 9662)
(6189, 6334)
(23302, 3812)
(20432, 13299)
(13047, 2141)
(7326, 17346)
(8354, 23713)
(20807, 5027)
(2249, 26224)
(8985, 24985)
(13777, 13269)
(22166, 12680)
(14304, 10177)
(4970, 8298)
(19010, 20678)
(9081, 21191)
(5473, 702)
(13992, 17128)
(2965, 9495)
(21488, 19535)
(20651, 8547)
(713, 715)
(12769, 18010)
(14703, 7022)
(2452, 15710)
(26383, 1995)
(12418, 24119)
(23999, 14007)
(12926, 18908)
(12966, 21436)
(18764, 604)
(12011, 4295)
(9065, 6975)
(22234, 22876)
(19599, 25893)
(4920, 13644)
(21491, 5225)
(14531, 25102)
(23301, 13794)
(4712, 18584)
(5953, 9125)
(4659, 13097)
(3623, 9511)
(130, 16163)
(671, 23972)
(13435, 6103)
(8257, 21175)
(14468, 25942)
(15930, 18963)
(5361, 22375)
(24548, 23038)
(25215, 2984)
(2670, 3432)
(9884, 18905)
(14433, 8415)
(2620, 24003)
(3395, 3161)
(5214, 8660)
(20733, 17920)
(6764, 2239)
(20476, 3152)
(1537, 5793)
(22348, 26487)
(22030, 22681)
(11594, 6872)
(10388, 19657)
(15291, 7019)
(23957, 930)
(10801, 5997)
(5860, 8626)
(8434, 16464)
(24046, 12921)
(22714, 25725)
(2197, 23084)
(14760, 2430)
(21615, 12651)
(21209, 20267)
(11809, 5370)
(15181, 24093)
(5640, 10996)
(22686, 5404)
(3171, 24958)
(19503, 25465)
(17599, 4155)
(13685, 15547)
(19198, 15713)
(7145, 80)
(10696, 15441)
(5608, 1221)
(2992, 13668)
(12853, 6606)
(23785, 20549)
(5929, 9021)
(20995, 20428)
(12654, 21674)
(25253, 16302)
(21360, 15669)
(10306, 26386)
(3909, 8958)
(7538, 20514)
(11911, 24468)
(13838, 14263)
(6668, 17282)
(564, 6909)
(25419, 2576)
(24591, 21580)
(19515, 6256)
(24344, 3649)
(21802, 12298)
(18873, 514)
(5228, 4201)
(18899, 21504)
(18535, 26091)
(18425, 22595)
(14085, 8278)
(8188, 7143)
(2822, 10232)
(23164, 14338)
(17450, 9579)
(7680, 10193)
(24482, 11199)
(4984, 16168)
(20230, 21641)
(25843, 16852)
(7166, 22319)
(2047, 2053)
(14968, 3803)
(5450, 17483)
(22631, 4425)
(20656, 1096)
(2984, 25091)
(14608, 24163)
(3384, 8852)
(19898, 16926)
(6995, 205)
(9265, 8964)
(5689, 11991)
(109, 26479)
(19040, 1405)
(14479, 10599)
(21005, 2949)
(7125, 20367)
(6835, 19723)
(16457, 24797)
(14008, 3674)
(14054, 18564)
(7506, 24089)
(1981, 2900)
(629, 16928)
(19502, 7858)
(3333, 17788)
(8571, 26186)
(7520, 3828)
(906, 9949)
(13982, 5437)
(7883, 2417)
(1394, 25492)
(24715, 25554)
(5584, 7003)
(23050, 15505)
(19234, 22774)
(15873, 15047)
(8440, 10105)
(8258, 9080)
(22190, 7508)
(4593, 1292)
(7136, 23259)
(14961, 19807)
(11220, 19794)
(23046, 13981)
(10762, 15600)
(8475, 21480)
(26312, 7997)
(10837, 18881)
(25151, 1961)
(13206, 2750)
(9774, 22827)
(24003, 2571)
(24602, 20039)
(15522, 23119)
(8830, 8831)
(22018, 21039)
(1057, 13959)
(4974, 6248)
(25031, 14037)
(8959, 18033)
(9193, 17766)
(18385, 25040)
(21678, 12780)
(3260, 26252)
(2892, 2444)
(1062, 26004)
(16606, 5108)
(9655, 7001)
(5623, 12525)
(15122, 25401)
(10081, 23360)
(2548, 21541)
(18118, 7723)
(6894, 25390)
(849, 18677)
(23629, 22032)
(22496, 12146)
(9862, 4950)
(1755, 17773)
(3002, 24876)
(6799, 6262)
(9670, 12817)
(7746, 6668)
(16379, 15300)
(5336, 14742)
(16579, 11243)
(18158, 1400)
(17555, 24835)
(24903, 2032)
(3046, 20157)
(20738, 10328)
(22287, 1420)
(17281, 8608)
(9936, 4301)
(180, 17118)
(25156, 13579)
(12904, 23505)
(9954, 5299)
(15481, 17581)
(19023, 3569)
(25847, 22267)
(24734, 21112)
(17508, 11813)
(25008, 14471)
(9589, 22582)
(4316, 8449)
(23754, 20913)
(18252, 24568)
(2181, 7053)
(3776, 11204)
(2801, 5228)
(21036, 1790)
(24676, 5121)
(3983, 12882)
(26501, 21211)
(9881, 9763)
(23864, 12991)
(4874, 6051)
(16943, 13365)
(2580, 26333)
(14494, 17411)
(1654, 17747)
(17845, 26475)
(17468, 8477)
(8128, 8878)
(1106, 16451)
(3831, 23645)
(14592, 19487)
(5968, 4156)
(25271, 17434)
(25608, 9139)
(1824, 23213)
(13215, 14005)
(16065, 22701)
(22881, 10082)
(7817, 16760)
(18795, 9861)
(8798, 26625)
(12290, 11771)
(6334, 16704)
(18490, 4292)
(1053, 15405)
(5510, 12102)
(4075, 7872)
(19527, 18774)
(1870, 21734)
(24367, 14386)
(3789, 35)
(5635, 16377)
(23969, 26345)
(23639, 8439)
(26397, 12143)
(16093, 14741)
(26571, 15248)
(12548, 11922)
(22865, 7839)
(24886, 23102)
(3184, 9032)
(5624, 3694)
(3848, 19468)
(10270, 1878)
(21525, 25217)
(26302, 16885)
(13728, 24791)
(12533, 21292)
(24100, 10502)
(304, 19990)
(20530, 15190)
(11860, 1585)
(16138, 25827)
(17512, 14814)
(14930, 1677)
(5304, 22145)
(3852, 2938)
(17923, 10008)
(11946, 4752)
(3331, 6553)
(530, 10747)
(13343, 20683)
(7530, 1599)
(20833, 9227)
(5882, 4683)
(7611, 4995)
(11760, 11361)
(1446, 14017)
(1820, 24455)
(24533, 18947)
(19984, 18406)
(5775, 22405)
(24945, 17613)
(13211, 4862)
(3372, 22773)
(8677, 20239)
(26058, 956)
(24412, 15171)
(20339, 13694)
(22069, 2639)
(13259, 544)
(16755, 13632)
(17594, 2917)
(21029, 11730)
(8881, 18804)
(24008, 18871)
(14672, 25147)
(11897, 18681)
(15202, 8575)
(3633, 59)
(3559, 14678)
(5110, 18987)
(9278, 19656)
(11713, 24701)
(23354, 18928)
(22778, 26602)
(9609, 14769)
(6059, 5280)
(23215, 4241)
(18351, 8524)
(26592, 16469)
(21219, 20024)
(17909, 24699)
(12906, 10877)
(18223, 1726)
(15021, 3423)
(21286, 14352)
(14804, 6184)
(10197, 255)
(11219, 10283)
(8003, 15487)
(1262, 18607)
(1971, 11359)
(21571, 16368)
(13756, 13768)
(2568, 5670)
(8463, 200)
(17751, 11744)
(26111, 31)
(24690, 17275)
(26085, 14257)
(3122, 14392)
(18085, 6509)
(6332, 11750)
(16154, 548)
(1460, 16047)
(1136, 23214)
(22863, 13324)
(25885, 15834)
(1036, 15930)
(20870, 9929)
(7359, 20730)
(19702, 18545)
(25081, 1079)
(4077, 21460)
(2826, 18083)
(21690, 9009)
(24352, 21863)
(25368, 21911)
(20600, 16779)
(2165, 18745)
(16583, 503)
(15975, 10516)
(26636, 12259)
(3487, 1641)
(19623, 23952)
(11775, 22542)
(634, 7929)
(14593, 1965)
(19965, 14938)
(13896, 23635)
(25910, 20542)
(7315, 3297)
(290, 3197)
(18722, 24539)
(16665, 18156)
(24363, 470)
(11471, 14828)
(21096, 25657)
(76, 24766)
(20497, 6333)
(4062, 12251)
(11711, 2373)
(17705, 6309)
(25800, 23060)
(12395, 10667)
(6175, 3575)
(19013, 14768)
(6773, 18025)
(21662, 24111)
(12185, 11058)
(12191, 2448)
(10916, 15887)
(2748, 13454)
(13386, 290)
(20771, 22654)
(2067, 17933)
(25012, 14762)
(7335, 11485)
(21698, 19659)
(4306, 18214)
(22185, 23426)
(4892, 24635)
(1435, 1351)
(26453, 11536)
(18123, 4163)
(2696, 11100)
(18323, 7072)
(1070, 11654)
(21838, 19634)
(3066, 20556)
(6588, 11364)
(13157, 26384)
(7793, 22266)
(5170, 17642)
(1714, 10802)
(18785, 21326)
(18963, 23684)
(21859, 20497)
(17552, 10039)
(2938, 23150)
(7011, 1640)
(18639, 11064)
(9701, 25404)
(492, 3028)
(3175, 23995)
(3596, 682)
(2817, 12649)
(6893, 25657)
(12377, 2959)
(19911, 17675)
(3870, 24547)
(10237, 1382)
(10456, 13587)
(16811, 4163)
(24001, 16069)
(5893, 2767)
(3229, 22656)
(1356, 1148)
(14405, 18370)
(13189, 4418)
(22103, 14711)
(17954, 24594)
(430, 25599)
(23393, 5768)
(23042, 14142)
(15422, 23052)
(9400, 12627)
(18562, 24263)
(23506, 6803)
(4276, 26086)
(17372, 2095)
(5900, 23339)
(26634, 7712)
(9560, 14798)
(14266, 19922)
(22208, 12096)
(5921, 24377)
(18541, 25829)
(8562, 11650)
(57, 25286)
(25379, 12180)
(6265, 26571)
(18302, 7667)
(1192, 22619)
(3491, 12219)
(6610, 19694)
(17791, 5854)
(25153, 4446)
(10104, 12022)
(19489, 14934)
(680, 10890)
(956, 7462)
(388, 9632)
(1814, 21100)
(5675, 18025)
(7341, 2381)
(8457, 18925)
(15796, 11740)
(25879, 13245)
(18555, 1412)
(14798, 19331)
(4872, 6861)
(10646, 6507)
(22063, 23931)
(14927, 16643)
(5754, 357)
(20022, 11351)
(23257, 23426)
(12748, 4387)
(15207, 3159)
(12630, 16263)
(24252, 19899)
(14785, 14853)
(6562, 4687)
(13268, 9195)
(7980, 13575)
(8534, 3304)
(19676, 6383)
(20789, 20433)
(15476, 11497)
(12805, 6628)
(7801, 23021)
(12416, 19513)
(17936, 11706)
(1624, 13742)
(25141, 12939)
(25386, 7578)
(11376, 3519)
(22303, 3153)
(4555, 8912)
(852, 3883)
(20451, 15190)
(7405, 5092)
(22791, 24258)
(13869, 8925)
(2385, 8594)
(15344, 11294)
(20417, 6203)
(14441, 10827)
(10309, 3140)
(20542, 909)
(17360, 16406)
(19295, 11301)
(5082, 15816)
(11123, 9452)
(6524, 9969)
(22260, 17783)
(11522, 18413)
(2609, 4901)
(8213, 14963)
(25434, 10097)
(7395, 10215)
(3917, 10816)
(12163, 11079)
(20403, 17690)
(14451, 13037)
(17660, 5319)
(18184, 17202)
(17187, 25056)
(21527, 13081)
(24113, 2401)
(8682, 14485)
(4050, 8297)
(204, 4799)
(23724, 5159)
(20073, 13317)
(11579, 6924)
(3876, 13465)
(26039, 18600)
(2760, 690)
(183, 17992)
(916, 8813)
(5394, 21210)
(20511, 9264)
(8588, 5094)
(11795, 26385)
(3705, 7799)
(18301, 10426)
(24787, 9340)
(14627, 2545)
(20013, 10008)
(20621, 7575)
(23048, 13052)
(4013, 13631)
(9494, 1841)
(11058, 8593)
(18253, 26674)
(18778, 24368)
(16820, 5552)
(24524, 20480)
(7198, 15217)
(15149, 12781)
(10919, 26379)
(4855, 5363)
(6017, 5511)
(10301, 19021)
(3035, 12114)
(3862, 14186)
(5226, 13207)
(22539, 26147)
(18076, 3703)
(6085, 11661)
(2807, 22348)
(10966, 25101)
(6774, 4228)
(13678, 17387)
(10638, 25993)
(5562, 11191)
(13412, 23271)
(15703, 5088)
(4689, 5170)
(5520, 23909)
(25964, 20472)
(17551, 8397)
(21862, 12979)
(8612, 6117)
(18236, 8139)
(14404, 16636)
(10671, 13019)
(9840, 5613)
(15810, 21264)
(10869, 7423)
(6806, 10181)
(25441, 7137)
(23641, 13303)
(11661, 13713)
(18484, 13446)
(364, 22200)
(4449, 20861)
(5130, 5086)
(6891, 26330)
(15502, 16667)
(18444, 1423)
(6015, 14752)
(22012, 18786)
(15206, 25919)
(24598, 845)
(25975, 17299)
(5577, 3146)
(8831, 18498)
(10000, 26052)
(1953, 23306)
(11389, 606)
(1451, 23108)
(19271, 21555)
(2006, 23020)
